ID,Tên sách,Tác giả,Nhà xuất bản,Giá,Giá gốc,Giảm giá,Phần trăm giảm,Đánh giá,Số lượt đánh giá
466,Think and Grow Rich,Paulo Coelho,NXB Phụ Nữ Việt Nam,210119.0,338901,128782.0,38,3.1,14815
467,Harry Potter,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,310776.0,485588,174812.0,36,3.4,2831
468,Hoàng Tử Bé,Victor Hugo,NXB Phụ Nữ Việt Nam,43458.0,66858,23400.0,35,3.4,10395
469,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Văn Học,106953.0,106953,0.0,0,4.2,9622
470,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Văn Học,58703.0,59901,1198.0,2,4.6,5638
471,Nhà Giả Kim,Tony Buổi Sáng,NXB Lao Động,162340.0,205494,43154.0,21,4.5,6260
472,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Tổng Hợp TP.HCM,276422.0,345527,69105.0,20,4.6,17011
473,Think and Grow Rich,J.K. Rowling,NXB Phụ Nữ Việt Nam,57863.0,72329,14466.0,20,4.0,3633
474,Tuổi Trẻ Đáng Giá Bao Nhiêu,Tony Buổi Sáng,NXB Trẻ,265721.0,402608,136887.0,34,3.4,2484
475,Dế Mèn Phiêu Lưu Ký,Paulo Coelho,NXB Kim Đồng,169198.0,192271,23073.0,12,4.6,15046
476,Dế Mèn Phiêu Lưu Ký,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,84489.0,132014,47525.0,36,3.7,12105
477,Những Người Khốn Khổ,J.K. Rowling,NXB Kim Đồng,171810.0,291204,119394.0,41,4.6,12562
478,The Psychology of Money,Paulo Coelho,NXB Lao Động,273283.0,284670,11387.0,4,3.4,12311
479,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Lao Động,39632.0,48929,9297.0,19,4.1,12419
480,Dế Mèn Phiêu Lưu Ký,Paulo Coelho,NXB Phụ Nữ Việt Nam,337966.0,352048,14082.0,4,4.0,13675
481,Những Người Khốn Khổ,James Clear,NXB Kim Đồng,292052.0,411341,119289.0,29,3.7,884
482,Những Người Khốn Khổ,James Clear,NXB Trẻ,300132.0,333480,33348.0,10,3.4,17060
483,Sherlock Holmes,James Clear,NXB Trẻ,88172.0,106231,18059.0,17,4.9,12831
484,Nhà Giả Kim,Robin Sharma,NXB Trẻ,167135.0,179715,12580.0,7,4.8,12940
485,Deep Work,Robin Sharma,NXB Trẻ,174376.0,341913,167537.0,49,4.6,14073
486,Think and Grow Rich,Paulo Coelho,NXB Trẻ,398252.0,442502,44250.0,10,4.9,13328
487,The Psychology of Money,Paulo Coelho,NXB Kim Đồng,107703.0,188952,81249.0,43,4.7,4700
488,Atomic Habits,Robin Sharma,NXB Thế Giới,192749.0,377939,185190.0,49,3.7,7244
489,Think and Grow Rich,Antoine de Saint-Exupéry,NXB Thế Giới,449219.0,488281,39062.0,8,4.7,15517
490,Think and Grow Rich,J.K. Rowling,NXB Văn Học,406226.0,441550,35324.0,8,4.6,7667
491,Deep Work,Victor Hugo,NXB Phụ Nữ Việt Nam,147577.0,295154,147577.0,50,5.0,3505
492,Tuổi Trẻ Đáng Giá Bao Nhiêu,Tony Buổi Sáng,NXB Thế Giới,183703.0,199677,15974.0,8,3.1,15009
493,Những Người Khốn Khổ,Robin Sharma,NXB Thế Giới,120098.0,235487,115389.0,49,3.9,15077
494,Think and Grow Rich,Victor Hugo,NXB Tổng Hợp TP.HCM,357725.0,365025,7300.0,2,4.5,4952
495,Deep Work,Antoine de Saint-Exupéry,NXB Kim Đồng,80992.0,80992,0.0,0,4.8,13864
496,Đắc Nhân Tâm,James Clear,NXB Kim Đồng,158817.0,193679,34862.0,18,4.2,13962
497,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Văn Học,73033.0,107401,34368.0,32,4.0,18318
498,Đắc Nhân Tâm,J.K. Rowling,NXB Văn Học,201494.0,341515,140021.0,41,4.7,14105
499,Think and Grow Rich,Paulo Coelho,NXB Văn Học,291221.0,410171,118950.0,29,4.9,18329
500,Nhà Giả Kim,Nguyễn Ngọc Tư,NXB Kim Đồng,157839.0,219221,61382.0,28,3.2,18147
501,The Psychology of Money,Nguyễn Ngọc Tư,NXB Kim Đồng,413263.0,426044,12781.0,3,4.7,17917
502,Hoàng Tử Bé,Paulo Coelho,NXB Lao Động,211633.0,423266,211633.0,50,3.3,2557
503,Không Gia Đình,J.K. Rowling,NXB Kim Đồng,164584.0,169674,5090.0,3,4.3,8373
504,Những Người Khốn Khổ,Paulo Coelho,NXB Phụ Nữ Việt Nam,205429.0,216241,10812.0,5,4.4,10412
505,Dế Mèn Phiêu Lưu Ký,Robin Sharma,NXB Trẻ,289420.0,482367,192947.0,40,3.3,5927
506,Deep Work,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,59809.0,62301,2492.0,4,4.1,2681
507,Muôn Kiếp Nhân Sinh,James Clear,NXB Phụ Nữ Việt Nam,60964.0,80216,19252.0,24,4.2,3843
508,Think and Grow Rich,Tony Buổi Sáng,NXB Thế Giới,121068.0,165847,44779.0,27,3.1,6161
509,Nhà Giả Kim,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,147770.0,187050,39280.0,21,3.6,6063
510,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Văn Học,165448.0,300814,135366.0,45,3.3,10920
511,Hoàng Tử Bé,Tony Buổi Sáng,NXB Văn Học,373559.0,472859,99300.0,21,3.3,11136
512,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,41021.0,60325,19304.0,32,4.6,3502
513,Không Gia Đình,Dale Carnegie,NXB Văn Học,231020.0,248409,17389.0,7,4.9,8853
514,Cây Cam Ngọt Của Tôi,Dale Carnegie,NXB Văn Học,40023.0,55587,15564.0,28,3.1,15247
515,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Trẻ,132234.0,191644,59410.0,31,4.2,2456
516,Những Người Khốn Khổ,Robin Sharma,NXB Kim Đồng,361899.0,458100,96201.0,21,4.2,12956
517,Tuổi Trẻ Đáng Giá Bao Nhiêu,James Clear,NXB Kim Đồng,141490.0,239814,98324.0,41,3.8,4877
518,Think and Grow Rich,J.K. Rowling,NXB Thế Giới,180011.0,200012,20001.0,10,3.1,1789
519,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Kim Đồng,240040.0,400067,160027.0,40,4.3,14226
520,Sherlock Holmes,J.K. Rowling,NXB Kim Đồng,328879.0,361406,32527.0,9,4.4,1532
521,Những Người Khốn Khổ,J.K. Rowling,NXB Tổng Hợp TP.HCM,388035.0,451203,63168.0,14,4.3,10871
522,Deep Work,Dale Carnegie,NXB Văn Học,374712.0,474319,99607.0,21,4.5,19088
523,Những Người Khốn Khổ,J.K. Rowling,NXB Thế Giới,223067.0,289697,66630.0,23,4.6,19781
524,Muôn Kiếp Nhân Sinh,Tony Buổi Sáng,NXB Trẻ,165041.0,189702,24661.0,13,4.9,6809
525,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Trẻ,50732.0,67643,16911.0,25,4.8,13405
526,Không Gia Đình,Victor Hugo,NXB Thế Giới,65209.0,91843,26634.0,29,3.1,3469
527,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,341237.0,494546,153309.0,31,3.6,12694
528,Deep Work,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,267143.0,430875,163732.0,38,3.8,17475
529,The Psychology of Money,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,215821.0,229597,13776.0,6,4.2,10520
530,Những Người Khốn Khổ,Robin Sharma,NXB Lao Động,34653.0,60794,26141.0,43,4.5,4221
531,Harry Potter,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,329816.0,383507,53691.0,14,3.6,18745
532,Nhà Giả Kim,Dale Carnegie,NXB Lao Động,223329.0,413573,190244.0,46,3.1,2726
533,Atomic Habits,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,267148.0,269846,2698.0,1,4.4,16420
534,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Thế Giới,108141.0,168970,60829.0,36,3.4,19126
535,Nhà Giả Kim,Nguyễn Ngọc Tư,NXB Kim Đồng,44686.0,65714,21028.0,32,4.0,5756
536,Cây Cam Ngọt Của Tôi,James Clear,NXB Phụ Nữ Việt Nam,234400.0,266364,31964.0,12,4.1,12655
537,Think and Grow Rich,Dale Carnegie,NXB Kim Đồng,109457.0,154165,44708.0,29,4.1,19985
538,Không Gia Đình,Nguyễn Ngọc Tư,NXB Thế Giới,142832.0,176336,33504.0,19,3.5,19631
539,Muôn Kiếp Nhân Sinh,Nguyễn Ngọc Tư,NXB Thế Giới,209654.0,243784,34130.0,14,4.5,10769
540,Deep Work,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,244212.0,488424,244212.0,50,3.9,10372
541,The Psychology of Money,Antoine de Saint-Exupéry,NXB Thế Giới,156636.0,193378,36742.0,19,4.9,18061
542,Atomic Habits,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,79402.0,101797,22395.0,22,3.0,3864
543,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Phụ Nữ Việt Nam,215623.0,371763,156140.0,42,3.5,18381
544,Cây Cam Ngọt Của Tôi,J.K. Rowling,NXB Lao Động,202191.0,202191,0.0,0,4.2,3071
545,Muôn Kiếp Nhân Sinh,Paulo Coelho,NXB Văn Học,196751.0,385787,189036.0,49,3.9,15953
546,Muôn Kiếp Nhân Sinh,Dale Carnegie,NXB Tổng Hợp TP.HCM,188836.0,242098,53262.0,22,4.9,14387
547,Sherlock Holmes,J.K. Rowling,NXB Thế Giới,444246.0,457986,13740.0,3,3.1,7488
548,Cây Cam Ngọt Của Tôi,Robin Sharma,NXB Tổng Hợp TP.HCM,98955.0,149932,50977.0,34,3.2,15802
549,Những Người Khốn Khổ,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,129504.0,168187,38683.0,23,4.6,7825
550,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Kim Đồng,35446.0,47900,12454.0,26,3.1,9183
551,Muôn Kiếp Nhân Sinh,Robin Sharma,NXB Trẻ,77127.0,154255,77128.0,50,4.4,4365
552,Harry Potter,J.K. Rowling,NXB Kim Đồng,75285.0,134438,59153.0,44,3.2,5690
553,Atomic Habits,Dale Carnegie,NXB Trẻ,191076.0,360521,169445.0,47,3.0,6756
554,Hoàng Tử Bé,Robin Sharma,NXB Văn Học,145202.0,161336,16134.0,10,3.4,16831
555,Dế Mèn Phiêu Lưu Ký,Robin Sharma,NXB Văn Học,235247.0,435642,200395.0,46,3.9,14325
556,Dế Mèn Phiêu Lưu Ký,Nguyễn Ngọc Tư,NXB Kim Đồng,190945.0,224641,33696.0,15,4.8,5770
557,Tuổi Trẻ Đáng Giá Bao Nhiêu,Tony Buổi Sáng,NXB Văn Học,184810.0,293350,108540.0,37,3.2,3726
558,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Văn Học,204511.0,265599,61088.0,23,4.7,2804
559,Tuổi Trẻ Đáng Giá Bao Nhiêu,Victor Hugo,NXB Thế Giới,171964.0,202310,30346.0,15,4.6,4790
560,Sherlock Holmes,Antoine de Saint-Exupéry,NXB Kim Đồng,330793.0,459435,128642.0,28,3.1,12536
561,Dế Mèn Phiêu Lưu Ký,Nguyễn Ngọc Tư,NXB Trẻ,52626.0,67469,14843.0,22,3.0,12945
562,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Văn Học,197705.0,373029,175324.0,47,3.9,1147
563,Tuổi Trẻ Đáng Giá Bao Nhiêu,J.K. Rowling,NXB Kim Đồng,280904.0,374538,93634.0,25,4.5,19988
564,Sherlock Holmes,Robin Sharma,NXB Thế Giới,219467.0,318068,98601.0,31,3.3,4059
565,Harry Potter,Paulo Coelho,NXB Văn Học,242290.0,403817,161527.0,40,4.5,11568
566,Cây Cam Ngọt Của Tôi,Antoine de Saint-Exupéry,NXB Kim Đồng,285397.0,300418,15021.0,5,4.2,573
567,Atomic Habits,Victor Hugo,NXB Văn Học,108723.0,126422,17699.0,14,4.0,14391
568,Tuổi Trẻ Đáng Giá Bao Nhiêu,Victor Hugo,NXB Trẻ,251913.0,475307,223394.0,47,3.8,2276
569,Những Người Khốn Khổ,Robin Sharma,NXB Lao Động,41831.0,64356,22525.0,35,3.3,19916
570,Muôn Kiếp Nhân Sinh,James Clear,NXB Kim Đồng,165223.0,239453,74230.0,31,4.0,18263
571,Muôn Kiếp Nhân Sinh,Paulo Coelho,NXB Tổng Hợp TP.HCM,71791.0,132946,61155.0,46,3.7,12692
572,Không Gia Đình,Nguyễn Ngọc Tư,NXB Kim Đồng,130071.0,194136,64065.0,33,4.6,5559
573,The Psychology of Money,Nguyễn Ngọc Tư,NXB Kim Đồng,412490.0,448359,35869.0,8,3.7,9908
574,Tuổi Trẻ Đáng Giá Bao Nhiêu,Victor Hugo,NXB Kim Đồng,250687.0,439801,189114.0,43,3.2,780
575,Sherlock Holmes,Robin Sharma,NXB Lao Động,216488.0,400903,184415.0,46,4.9,3711
576,Hoàng Tử Bé,Dale Carnegie,NXB Tổng Hợp TP.HCM,221924.0,284518,62594.0,22,4.3,18377
577,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Văn Học,88178.0,169573,81395.0,48,4.3,4757
578,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,132292.0,254408,122116.0,48,4.0,421
579,Atomic Habits,Nguyễn Ngọc Tư,NXB Lao Động,97906.0,116555,18649.0,16,3.1,7742
580,Atomic Habits,Dale Carnegie,NXB Kim Đồng,172868.0,308692,135824.0,44,3.2,18865
581,Deep Work,Dale Carnegie,NXB Trẻ,69122.0,78548,9426.0,12,4.1,7297
582,Sherlock Holmes,Robin Sharma,NXB Văn Học,114632.0,138111,23479.0,17,4.8,2263
583,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Kim Đồng,36298.0,68486,32188.0,47,3.4,13812
584,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Thế Giới,296031.0,469890,173859.0,37,3.1,6920
585,Hoàng Tử Bé,Dale Carnegie,NXB Thế Giới,29210.0,36975,7765.0,21,3.7,112
586,Tuổi Trẻ Đáng Giá Bao Nhiêu,James Clear,NXB Phụ Nữ Việt Nam,371435.0,436982,65547.0,15,3.4,2773
587,Harry Potter,Nguyễn Nhật Ánh,NXB Thế Giới,435127.0,467879,32752.0,7,3.8,8010
588,Không Gia Đình,James Clear,NXB Kim Đồng,177997.0,202269,24272.0,12,3.6,6243
589,Deep Work,Nguyễn Nhật Ánh,NXB Kim Đồng,72486.0,97954,25468.0,26,4.2,17375
590,Tuổi Trẻ Đáng Giá Bao Nhiêu,Dale Carnegie,NXB Tổng Hợp TP.HCM,165912.0,291074,125162.0,43,4.8,3177
591,Không Gia Đình,James Clear,NXB Tổng Hợp TP.HCM,412736.0,421159,8423.0,2,3.5,7962
592,Cây Cam Ngọt Của Tôi,Dale Carnegie,NXB Thế Giới,36923.0,50579,13656.0,27,4.6,13534
593,Muôn Kiếp Nhân Sinh,Nguyễn Nhật Ánh,NXB Trẻ,232131.0,283087,50956.0,18,4.2,16792
594,Không Gia Đình,J.K. Rowling,NXB Kim Đồng,57220.0,90825,33605.0,37,3.9,16004
595,Sherlock Holmes,Tony Buổi Sáng,NXB Văn Học,88967.0,177935,88968.0,50,4.5,2215
596,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Trẻ,41615.0,42902,1287.0,3,3.9,10514
597,Không Gia Đình,Tony Buổi Sáng,NXB Kim Đồng,402724.0,402724,0.0,0,3.3,10176
598,Think and Grow Rich,James Clear,NXB Trẻ,378821.0,430478,51657.0,12,3.1,15008
599,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,333272.0,476103,142831.0,30,3.2,10401
600,Hoàng Tử Bé,Victor Hugo,NXB Lao Động,251404.0,474348,222944.0,47,3.8,2153
601,Harry Potter,James Clear,NXB Lao Động,384439.0,492870,108431.0,22,3.6,14095
602,The Psychology of Money,Victor Hugo,NXB Lao Động,167767.0,310680,142913.0,46,3.1,6796
603,Muôn Kiếp Nhân Sinh,Robin Sharma,NXB Thế Giới,348497.0,419876,71379.0,17,4.5,12118
604,Đắc Nhân Tâm,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,81849.0,89944,8095.0,9,3.5,14879
605,Muôn Kiếp Nhân Sinh,J.K. Rowling,NXB Trẻ,208940.0,307265,98325.0,32,4.4,14115
606,Đắc Nhân Tâm,Dale Carnegie,NXB Trẻ,196128.0,215525,19397.0,9,4.8,1114
607,Sherlock Holmes,Dale Carnegie,NXB Kim Đồng,89710.0,104314,14604.0,14,3.3,15997
608,Muôn Kiếp Nhân Sinh,Robin Sharma,NXB Lao Động,420548.0,462141,41593.0,9,3.1,9508
609,Deep Work,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,247358.0,274842,27484.0,10,3.7,18507
610,Những Người Khốn Khổ,Dale Carnegie,NXB Lao Động,127022.0,230949,103927.0,45,3.8,4722
611,Dế Mèn Phiêu Lưu Ký,Paulo Coelho,NXB Kim Đồng,112831.0,197949,85118.0,43,3.9,10257
612,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Thế Giới,241490.0,298136,56646.0,19,3.0,7862
613,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Phụ Nữ Việt Nam,54875.0,66114,11239.0,17,4.4,13234
614,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Kim Đồng,219458.0,258186,38728.0,15,4.6,13499
615,Sherlock Holmes,Nguyễn Ngọc Tư,NXB Trẻ,301135.0,381183,80048.0,21,3.1,997
616,Đắc Nhân Tâm,Nguyễn Nhật Ánh,NXB Tổng Hợp TP.HCM,82534.0,90697,8163.0,9,3.1,18644
617,Hoàng Tử Bé,Victor Hugo,NXB Phụ Nữ Việt Nam,177603.0,322914,145311.0,45,4.1,15752
618,Hoàng Tử Bé,Victor Hugo,NXB Kim Đồng,241492.0,335405,93913.0,28,3.2,9252
619,Think and Grow Rich,Paulo Coelho,NXB Thế Giới,312255.0,335758,23503.0,7,3.6,1719
620,Nhà Giả Kim,J.K. Rowling,NXB Văn Học,206464.0,389554,183090.0,47,4.0,5995
621,Deep Work,Robin Sharma,NXB Phụ Nữ Việt Nam,95212.0,167039,71827.0,43,4.4,8529
622,Cây Cam Ngọt Của Tôi,James Clear,NXB Trẻ,99355.0,125766,26411.0,21,3.1,11868
623,Cây Cam Ngọt Của Tôi,James Clear,NXB Phụ Nữ Việt Nam,223606.0,306309,82703.0,27,3.9,17742
624,Think and Grow Rich,Dale Carnegie,NXB Phụ Nữ Việt Nam,241992.0,318411,76419.0,24,3.9,10133
625,Atomic Habits,Nguyễn Ngọc Tư,NXB Trẻ,120693.0,123156,2463.0,2,3.4,15523
626,Dế Mèn Phiêu Lưu Ký,Antoine de Saint-Exupéry,NXB Kim Đồng,187589.0,237455,49866.0,21,4.7,3628
627,Không Gia Đình,Tony Buổi Sáng,NXB Kim Đồng,333091.0,382863,49772.0,13,4.0,4928
628,Sherlock Holmes,James Clear,NXB Phụ Nữ Việt Nam,64509.0,102396,37887.0,37,4.6,11243
629,Deep Work,J.K. Rowling,NXB Tổng Hợp TP.HCM,34015.0,52331,18316.0,35,4.2,3276
630,Sherlock Holmes,Nguyễn Ngọc Tư,NXB Văn Học,184884.0,205427,20543.0,10,3.2,3499
631,Think and Grow Rich,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,300138.0,319296,19158.0,6,4.6,10435
632,Muôn Kiếp Nhân Sinh,Robin Sharma,NXB Tổng Hợp TP.HCM,379792.0,379792,0.0,0,3.0,14762
633,Sherlock Holmes,Paulo Coelho,NXB Phụ Nữ Việt Nam,328547.0,338708,10161.0,3,4.1,2275
634,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Tổng Hợp TP.HCM,34327.0,66013,31686.0,48,3.5,13603
635,Hoàng Tử Bé,Nguyễn Nhật Ánh,NXB Văn Học,232213.0,430024,197811.0,46,4.5,5486
636,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,190324.0,244005,53681.0,22,3.9,6237
637,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Lao Động,230228.0,324265,94037.0,29,3.1,10319
638,Sherlock Holmes,Antoine de Saint-Exupéry,NXB Lao Động,353404.0,368129,14725.0,4,3.1,4203
639,Harry Potter,James Clear,NXB Trẻ,101533.0,191572,90039.0,47,3.5,1627
640,Atomic Habits,J.K. Rowling,NXB Văn Học,160165.0,202741,42576.0,21,3.9,7349
641,Think and Grow Rich,Nguyễn Nhật Ánh,NXB Lao Động,199246.0,199246,0.0,0,3.5,19006
642,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,104116.0,204149,100033.0,49,3.1,12792
643,Sherlock Holmes,Paulo Coelho,NXB Lao Động,328833.0,427056,98223.0,23,4.1,10000
644,Không Gia Đình,J.K. Rowling,NXB Trẻ,58008.0,82869,24861.0,30,3.2,4356
645,Deep Work,Victor Hugo,NXB Kim Đồng,207760.0,214186,6426.0,3,4.7,17472
646,Atomic Habits,J.K. Rowling,NXB Kim Đồng,252279.0,319341,67062.0,21,4.8,1485
647,Không Gia Đình,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,70922.0,92107,21185.0,23,3.4,9045
648,Những Người Khốn Khổ,Dale Carnegie,NXB Phụ Nữ Việt Nam,25721.0,31367,5646.0,18,4.4,10367
649,Deep Work,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,360270.0,467883,107613.0,23,3.6,17540
650,Muôn Kiếp Nhân Sinh,Paulo Coelho,NXB Kim Đồng,430654.0,473246,42592.0,9,4.8,9524
651,Những Người Khốn Khổ,James Clear,NXB Văn Học,153801.0,183096,29295.0,16,3.9,16093
652,Cây Cam Ngọt Của Tôi,Paulo Coelho,NXB Phụ Nữ Việt Nam,295232.0,364484,69252.0,19,4.3,8705
653,Think and Grow Rich,James Clear,NXB Phụ Nữ Việt Nam,444634.0,458386,13752.0,3,4.5,7182
654,Think and Grow Rich,Nguyễn Ngọc Tư,NXB Trẻ,408026.0,420645,12619.0,3,3.8,18281
655,Think and Grow Rich,Dale Carnegie,NXB Kim Đồng,465484.0,474984,9500.0,2,4.0,18819
656,Think and Grow Rich,J.K. Rowling,NXB Văn Học,297777.0,488159,190382.0,39,3.9,14585
657,Think and Grow Rich,Tony Buổi Sáng,NXB Thế Giới,147762.0,182422,34660.0,19,3.4,1827
658,Tuổi Trẻ Đáng Giá Bao Nhiêu,James Clear,NXB Trẻ,47861.0,49341,1480.0,3,4.9,8055
659,Đắc Nhân Tâm,Dale Carnegie,NXB Trẻ,62718.0,89597,26879.0,30,4.6,9202
660,Tuổi Trẻ Đáng Giá Bao Nhiêu,Dale Carnegie,NXB Thế Giới,264909.0,441515,176606.0,40,4.9,7407
661,Muôn Kiếp Nhân Sinh,Robin Sharma,NXB Trẻ,193402.0,345360,151958.0,44,3.3,19408
662,Atomic Habits,J.K. Rowling,NXB Phụ Nữ Việt Nam,52175.0,62861,10686.0,17,3.7,12913
663,The Psychology of Money,J.K. Rowling,NXB Kim Đồng,267608.0,284689,17081.0,6,4.9,13169
664,Hoàng Tử Bé,J.K. Rowling,NXB Trẻ,130463.0,176302,45839.0,26,4.8,14183
665,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Kim Đồng,75767.0,79755,3988.0,5,4.3,9851
666,Dế Mèn Phiêu Lưu Ký,Paulo Coelho,NXB Tổng Hợp TP.HCM,279973.0,388851,108878.0,28,3.7,8561
667,Đắc Nhân Tâm,Robin Sharma,NXB Kim Đồng,91346.0,179110,87764.0,49,4.0,3548
668,Sherlock Holmes,Dale Carnegie,NXB Phụ Nữ Việt Nam,42787.0,77795,35008.0,45,3.7,16052
669,Dế Mèn Phiêu Lưu Ký,Victor Hugo,NXB Kim Đồng,256660.0,288382,31722.0,11,4.1,14635
670,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Trẻ,59718.0,114843,55125.0,48,3.2,18531
671,Những Người Khốn Khổ,Paulo Coelho,NXB Kim Đồng,125392.0,174156,48764.0,28,3.2,8193
672,Hoàng Tử Bé,Dale Carnegie,NXB Trẻ,45932.0,82021,36089.0,44,4.2,12879
673,Atomic Habits,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,150498.0,255081,104583.0,41,5.0,18586
674,Atomic Habits,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,205770.0,285791,80021.0,28,3.5,15981
675,Think and Grow Rich,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,177097.0,196775,19678.0,10,4.4,8995
676,Dế Mèn Phiêu Lưu Ký,Nguyễn Nhật Ánh,NXB Văn Học,275333.0,451366,176033.0,39,4.8,13255
677,Đắc Nhân Tâm,Dale Carnegie,NXB Phụ Nữ Việt Nam,312382.0,459385,147003.0,32,3.6,7916
678,Tuổi Trẻ Đáng Giá Bao Nhiêu,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,223170.0,378255,155085.0,41,3.9,4504
679,Tuổi Trẻ Đáng Giá Bao Nhiêu,J.K. Rowling,NXB Văn Học,187145.0,306795,119650.0,39,4.7,8671
680,Muôn Kiếp Nhân Sinh,J.K. Rowling,NXB Lao Động,279564.0,490463,210899.0,43,4.2,5082
681,Dế Mèn Phiêu Lưu Ký,Antoine de Saint-Exupéry,NXB Trẻ,167835.0,254295,86460.0,34,3.0,1383
682,Nhà Giả Kim,Tony Buổi Sáng,NXB Văn Học,25733.0,35740,10007.0,28,3.8,14393
683,Think and Grow Rich,Paulo Coelho,NXB Trẻ,31498.0,60573,29075.0,48,4.6,6938
684,The Psychology of Money,J.K. Rowling,NXB Trẻ,428106.0,481018,52912.0,11,4.1,5006
685,Atomic Habits,Paulo Coelho,NXB Phụ Nữ Việt Nam,362097.0,436262,74165.0,17,4.1,10203
686,Cây Cam Ngọt Của Tôi,J.K. Rowling,NXB Phụ Nữ Việt Nam,225820.0,396176,170356.0,43,4.9,12735
687,Atomic Habits,J.K. Rowling,NXB Thế Giới,317507.0,334218,16711.0,5,4.1,5900
688,Đắc Nhân Tâm,Robin Sharma,NXB Thế Giới,25773.0,32216,6443.0,20,3.2,3622
689,Think and Grow Rich,James Clear,NXB Lao Động,293123.0,444126,151003.0,34,4.2,18271
690,Atomic Habits,J.K. Rowling,NXB Văn Học,32942.0,56797,23855.0,42,4.2,9937
691,Dế Mèn Phiêu Lưu Ký,Tony Buổi Sáng,NXB Văn Học,130063.0,188497,58434.0,31,3.1,1771
692,Đắc Nhân Tâm,Robin Sharma,NXB Tổng Hợp TP.HCM,222702.0,253071,30369.0,12,4.4,4651
693,Think and Grow Rich,Dale Carnegie,NXB Tổng Hợp TP.HCM,164061.0,248578,84517.0,34,3.9,17767
694,Sherlock Holmes,James Clear,NXB Lao Động,174875.0,291458,116583.0,40,3.1,7900
695,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Lao Động,202585.0,263098,60513.0,23,4.9,19624
696,Sherlock Holmes,James Clear,NXB Lao Động,454028.0,468070,14042.0,3,4.6,18717
697,Những Người Khốn Khổ,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,178524.0,225980,47456.0,21,5.0,1560
